Date,Open,High,Low,Close(t),Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,CCI,ROC,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,SnP(t-1)),SnP(t-5),DJIA_Close,DJIA(t-1)),DJIA(t-5),Close_forcast
2016-03-16,24.361017082026116,24.756903273154027,24.356358594115868,24.67772674560547,153214000,0.7567853431188653,24.761915584461608,21.734774211986146,24.354034423828125,23.874311447143555,23.81376838684082,23.548290252685547,24.209651482837938,24.055954360961913,23.870353126525877,23.248344898223877,22.798268394470213,25.998045444488525,24.179105488146263,24.179105488146263,24.179105488146263,24.179105488146263,24.179105488146263,0.40461042870063935,0.24776186198934996,1333.3333333333335,5.181111774476559,96.50568943733569,0.008026746431555395,49594195.388793945,280084700.0770569,2016-03-16,16,2,76,11,0,0,0,0,0,0,1,2016,3,103.10888671875,102.1983642578125,102.23670196533203,100.46359252929688,101.33769149780274,100.09938774108886,98.63048583984374,2027.219970703125,2015.9300537109375,1989.260009765625,17325.759765625,17251.529296875,17000.359375,24.638141632080078
2016-03-17,24.572935229847236,24.79416723986417,24.442525978767137,24.638141632080078,137682800,0.7905551165429806,24.940536445396752,21.77831597922483,24.67772674560547,24.354034423828125,23.874311447143555,23.5599308013916,24.361017082026116,24.27159652709961,23.970489501953125,23.35942621231079,22.815241813659668,25.972047634124756,24.3321175361242,24.3321175361242,24.3321175361242,24.3321175361242,24.3321175361242,0.4449330585984477,0.2871961013111695,1333.3333333333333,4.2364647137993945,93.17720818170116,0.008642583166550706,-5450189.268493652,305879727.0233154,2016-03-17,17,3,77,11,0,0,0,0,0,0,1,2016,3,103.05137634277344,103.10888671875,102.1983642578125,100.31025695800781,101.51883544921876,100.39602394104004,98.59617340087891,2040.5899658203125,2027.219970703125,1989.5699462890625,17481.490234375,17325.759765625,16995.130859375,24.66608428955078
2016-03-18,24.76389122323424,24.80115202274758,24.49608677767611,24.66608428955078,176820800,0.8055373701995513,25.085541064251643,21.863391583453435,24.638141632080078,24.67772674560547,24.354034423828125,23.81376838684082,24.572935229847236,24.4420597076416,24.038256072998045,23.47446632385254,22.842085189819336,25.94600588798523,24.443439787266396,24.443439787266396,24.443439787266396,24.443439787266396,24.443439787266396,0.47368344434398324,0.32449356991773226,1333.3333333333335,2.824970342311741,93.61230299439185,0.009209918359695582,4940843.048095703,406829691.09802246,2016-03-18,18,4,78,11,0,0,0,0,0,0,1,2016,3,103.212890625,103.05137634277344,103.10888671875,102.06417846679688,101.71229782104493,100.68636016845703,98.58521850585937,2049.580078125,2040.5899658203125,2022.18994140625,17602.30078125,17481.490234375,17213.310546875,24.663761138916016
2016-03-21,24.668417851323877,25.068962632734763,24.484446619085478,24.663761138916016,142010800,0.8171721322441565,25.2139536585618,21.945265129585174,24.66608428955078,24.638141632080078,24.67772674560547,23.874311447143555,24.76389122323424,24.599949645996094,24.13233757019043,23.579609394073486,22.888569641113282,25.92082495689392,24.51688023781627,24.51688023781627,24.51688023781627,24.51688023781627,24.51688023781627,0.49062525085359,0.3577199061049038,1333.3333333333335,3.9658437248947873,78.27717576064558,0.009602592589254753,-329912.4801635742,298629030.33065796,2016-03-21,21,0,81,12,0,0,0,0,0,0,1,2016,3,103.61663055419922,103.212890625,103.05137634277344,102.23670196533203,102.00843353271485,100.91781234741211,98.64732055664062,2051.60009765625,2049.580078125,2019.6400146484375,17623.869140625,17602.30078125,17229.130859375,24.852388381958008
2016-03-22,24.510062287121162,24.9851268904975,24.500747085875396,24.852388381958008,129777600,0.7806287528291503,25.280941152814062,22.15842614149746,24.663761138916016,24.66608428955078,24.638141632080078,24.354034423828125,24.668417851323877,24.69962043762207,24.26484375,23.71968364715576,22.93646396636963,25.897402229309083,24.62871628586352,24.62871628586352,24.62871628586352,24.62871628586352,24.62871628586352,0.5133547625114332,0.38884687738620966,1333.3333333333333,5.632011751834907,87.59997645175763,0.006244710414565259,24479590.896606445,363570007.73620605,2016-03-22,22,1,82,12,0,0,0,0,0,0,1,2016,3,103.93384552001953,103.61663055419922,103.212890625,102.1983642578125,102.41967239379883,101.24659118652343,98.73225204467774,2049.800048828125,2051.60009765625,2015.9300537109375,17582.5703125,17623.869140625,17251.529296875,24.714990615844727
2016-03-23,24.796498180037172,24.93389339658025,24.661430431213425,24.714990615844727,102814000,0.7433684871854138,25.3232075783137,22.349733629572043,24.852388381958008,24.663761138916016,24.66608428955078,24.67772674560547,24.510062287121162,24.707073211669922,24.381513786315917,23.83647060394287,22.974337692260743,25.874268264770507,24.657474395857257,24.657474395857257,24.657474395857257,24.657474395857257,24.657474395857257,0.5143520821829135,0.41394791834555045,1333.3333333333335,4.95450136990784,79.73322623020522,0.004807298818322966,-14126413.925170898,240146683.50219727,2016-03-23,23,2,83,12,0,0,0,0,0,0,1,2016,3,103.07830047607422,103.93384552001953,103.61663055419922,103.10888671875,102.68114318847657,101.48611030578613,98.7939385986328,2036.7099609375,2049.800048828125,2027.219970703125,17502.58984375,17582.5703125,17325.759765625,24.607866287231445
2016-03-24,24.561292063274994,24.74293402407501,24.426224326431427,24.607866287231445,104532000,0.6950947993232587,25.330405663099643,22.550026465806607,24.714990615844727,24.852388381958008,24.663761138916016,24.638141632080078,24.796498180037172,24.701018142700196,24.4863073348999,23.940216064453125,23.003444595336916,25.85103491783142,24.640938359648658,24.640938359648658,24.640938359648658,24.640938359648658,24.640938359648658,0.5007263653161154,0.4313036077396635,1333.3333333333333,4.44795655247827,73.59979073346373,0.0052168459913874326,-11197920.318603516,216894409.56115723,2016-03-24,24,3,84,12,0,0,0,0,0,0,1,2016,3,103.10711669921875,103.07830047607422,103.93384552001953,103.05137634277344,102.96082916259766,101.67866821289063,98.83300735473632,2035.93994140625,2036.7099609375,2040.5899658203125,17515.73046875,17502.58984375,17481.490234375,24.496084213256836
2016-03-28,24.68471210514131,24.72895885575817,24.465809372648447,24.496084213256836,77645600,0.6249113969371952,25.286448942098268,22.786803354349487,24.607866287231445,24.714990615844727,24.852388381958008,24.66608428955078,24.561292063274994,24.667018127441406,24.554538917541503,24.036626148223878,23.042220993041994,25.82556665420532,24.59265364418472,24.59265364418472,24.59265364418472,24.59265364418472,24.59265364418472,0.4754275742308671,0.44012840103790424,1333.3333333333335,2.8652156825085044,67.1996746320103,0.005456585072542674,-8679386.20300293,149716376.00860596,2016-03-28,28,0,88,13,0,0,0,0,0,0,1,2016,3,102.96294403076172,103.10711669921875,103.07830047607422,103.212890625,103.05070571899414,101.8702465057373,98.93896713256837,2037.050048828125,2035.93994140625,2049.580078125,17535.390625,17515.73046875,17602.30078125,25.075942993164062
2016-03-29,24.426222490653288,25.101559347422715,24.423893246622697,25.075942993164062,124760400,0.5554577958565852,25.275506236549596,23.053675053123257,24.496084213256836,24.607866287231445,24.714990615844727,24.663761138916016,24.68471210514131,24.749454498291016,24.674702072143553,24.164590644836426,23.082727737426758,25.80333058357239,24.753750093844502,24.753750093844502,24.753750093844502,24.753750093844502,24.753750093844502,0.49644514685774865,0.45139175020187317,1333.3333333333335,5.033156866872813,98.56019946635374,0.012565831881626957,72343413.32473755,319298035.66360474,2016-03-29,29,1,89,13,0,0,0,0,0,0,1,2016,3,104.61634826660156,102.96294403076172,103.10711669921875,103.61663055419922,103.28867034912109,102.18906364440917,99.03639862060547,2055.010009765625,2037.050048828125,2051.60009765625,17633.109375,17535.390625,17623.869140625,25.513748168945312
2016-03-30,25.30183314402019,25.714020526435228,25.290188699892255,25.513748168945312,182404400,0.6023289092233703,25.474391152034386,23.065075515140904,25.075942993164062,24.496084213256836,24.607866287231445,24.852388381958008,24.426222490653288,24.881726455688476,24.790673446655273,24.269733333587645,23.143061904907228,25.784913616180418,25.007082785544775,25.007082785544775,25.007082785544775,25.007082785544775,25.007082785544775,0.5421790408943181,0.4695492083403622,1333.3333333333333,4.761895811326098,91.6260834042814,0.014073924097873775,79857590.40527344,383569781.12106323,2016-03-30,30,2,90,13,0,0,0,0,0,0,1,2016,3,105.12583923339844,104.61634826660156,102.96294403076172,103.93384552001953,103.58141784667968,102.37569122314453,99.20593536376953,2063.949951171875,2055.010009765625,2049.800048828125,17716.66015625,17633.109375,17582.5703125,25.381013870239258
2016-03-31,25.551013188441026,25.59293070685427,25.355397510281556,25.381013870239258,103553600,0.6194995230337271,25.60467668888972,23.12667859675481,25.513748168945312,25.075942993164062,24.496084213256836,24.714990615844727,25.30183314402019,25.01493110656738,24.86100215911865,24.365677642822266,23.202918510437012,25.7661199760437,25.131726480442936,25.131726480442936,25.131726480442936,25.131726480442936,25.131726480442936,0.5612432697624357,0.4878880206247769,1333.3333333333335,2.8498861823203723,83.9687724922306,0.014011556335383639,-13745114.474487305,198707572.41516113,2016-03-31,31,3,91,13,1,0,1,0,0,0,1,2016,3,104.97201538085938,105.12583923339844,104.61634826660156,103.07830047607422,103.76773071289062,102.55271110534667,99.36817840576173,2059.739990234375,2063.949951171875,2036.7099609375,17685.08984375,17716.66015625,17502.58984375,25.613882064819336
2016-04-01,25.332103953625907,25.61621130877587,25.197036231227965,25.613882064819336,103496000,0.6538584220279609,25.772249696228773,23.15681600811693,25.381013870239258,25.513748168945312,25.075942993164062,24.607866287231445,25.551013188441026,25.21613426208496,24.958576202392578,24.46453285217285,23.266830253601075,25.747710075378418,25.292445008568407,25.292445008568407,25.292445008568407,25.292445008568407,25.292445008568407,0.5883600769075201,0.5079824318813255,1333.3333333333333,3.9602842101889517,95.0230279519531,0.012922936684698273,24100926.666259766,204622374.93896484,2016-04-01,1,4,92,13,0,1,0,1,0,0,1,2016,4,106.08711242675781,104.97201538085938,105.12583923339844,103.10711669921875,104.07130432128906,102.79506988525391,99.55866577148437,2072.780029296875,2059.739990234375,2035.93994140625,17792.75,17685.08984375,17515.73046875,25.877037048339844
2016-04-04,25.714023693932145,26.126212903814075,25.679092133938145,25.877037048339844,149424800,0.7149981671721378,25.98896010997904,23.12896744129049,25.613882064819336,25.381013870239258,25.513748168945312,24.496084213256836,25.332103953625907,25.492324829101562,25.079671478271486,24.558963775634766,23.338274993896484,25.73096035003662,25.487309021825556,25.487309021825556,25.487309021825556,25.487309021825556,25.487309021825556,0.623892900827304,0.5311645256705213,1333.3333333333333,4.9093838510154395,87.17028593813065,0.010824013172929284,39321880.781555176,282206437.0422363,2016-04-04,4,0,95,14,0,0,0,0,0,0,1,2016,4,105.68336486816406,106.08711242675781,104.97201538085938,102.96294403076172,104.31835174560547,103.0153247833252,99.73916137695312,2066.1298828125,2072.780029296875,2037.050048828125,17737.0,17792.75,17535.390625,25.571971893310547
2016-04-05,25.50211054480535,25.786217981461817,25.48115089656864,25.571971893310547,106314800,0.720728447285985,26.092871956522654,23.209958167378712,25.877037048339844,25.613882064819336,25.381013870239258,25.075942993164062,25.714023693932145,25.59153060913086,25.170492553710936,24.651415061950683,23.379900703430177,25.712019453048708,25.51552997898722,25.51552997898722,25.51552997898722,25.51552997898722,25.51552997898722,0.6202864353965616,0.5489889076157294,1333.3333333333335,3.6823692431950286,68.68437094135525,0.012054753038652718,-32432940.94390869,196578800.2883911,2016-04-05,5,1,96,14,0,0,0,0,0,0,1,2016,4,104.6644058227539,105.68336486816406,106.08711242675781,104.61634826660156,104.42312927246094,103.2157814025879,99.84330505371094,2045.1700439453125,2066.1298828125,2055.010009765625,17603.3203125,17737.0,17633.109375,25.83977508544922
2016-04-06,25.669777558695564,25.844433574142478,25.429915138393135,25.83977508544922,105616400,0.7163795720981828,26.199796631226395,23.334278342833667,25.571971893310547,25.877037048339844,25.613882064819336,25.513748168945312,25.50211054480535,25.656735992431642,25.269231224060057,24.76703748703003,23.43605457305908,25.6958869934082,25.623611681141224,25.623611681141224,25.623611681141224,25.623611681141224,25.623611681141224,0.6317552833875659,0.5655421827700967,1333.3333333333333,3.9730052835003185,83.17367615683625,0.010392504771307692,28284409.062194824,244232485.92300415,2016-04-06,6,2,97,14,0,0,0,0,0,0,1,2016,4,106.38508605957031,104.6644058227539,105.68336486816406,105.12583923339844,104.66825332641602,103.54396286010743,100.01138168334961,2066.659912109375,2045.1700439453125,2063.949951171875,17716.05078125,17603.3203125,17716.66015625,25.276214599609375
2016-04-07,25.604566930610687,25.71401829984198,25.17840767349771,25.276214599609375,127207600,0.6639366059778236,26.18130691633187,23.525560492420574,25.83977508544922,25.571971893310547,25.877037048339844,25.381013870239258,25.669777558695564,25.635776138305665,25.325353622436523,24.853433704376222,23.4783895111084,25.675777282714844,25.507812653963942,25.507812653963942,25.507812653963942,25.507812653963942,25.507812653963942,0.5885849656110977,0.570150739338297,1333.3333333333335,2.2707837218633173,50.06823186151216,0.015094287809623075,-71689176.85852051,219805109.15374756,2016-04-07,7,3,98,14,0,0,0,0,0,0,1,2016,4,104.85668182373047,106.38508605957031,104.6644058227539,104.97201538085938,104.84609146118164,103.7636173248291,100.13125518798829,2041.9100341796875,2066.659912109375,2059.739990234375,17541.9609375,17716.05078125,17685.08984375,25.30415916442871
2016-04-08,25.362377824265856,25.56264837954853,25.190049311929307,25.30415916442871,94326800,0.5961857521196269,26.13301662676733,23.74827361828882,25.276214599609375,25.83977508544922,25.571971893310547,25.613882064819336,25.604566930610687,25.57383155822754,25.39498291015625,24.940645122528075,23.5517179107666,25.656473112106323,25.4399281574522,25.4399281574522,25.4399281574522,25.4399281574522,25.4399281574522,0.5502837421466218,0.566177339899962,1333.3333333333335,2.8295540501963745,51.70978987920204,0.014173045454946421,2635921.376800537,164527479.9545288,2016-04-08,8,4,99,14,0,0,0,0,0,0,1,2016,4,104.7797622680664,104.85668182373047,106.38508605957031,106.08711242675781,105.0133560180664,103.98709259033203,100.29885391235352,2047.5999755859375,2041.9100341796875,2072.780029296875,17576.9609375,17541.9609375,17792.75,25.38799285888672
2016-04-11,25.376350192724363,25.758264466023153,25.343747884761726,25.38799285888672,117630000,0.5409383297348921,26.101233005600157,23.937479686660588,25.30415916442871,25.276214599609375,25.83977508544922,25.877037048339844,25.362377824265856,25.476022720336914,25.48417377471924,25.019356346130373,23.623619270324706,25.636348295211793,25.42261639126371,25.42261639126371,25.42261639126371,25.42261639126371,25.42261639126371,0.5206922094500612,0.5570803138099818,1333.3333333333335,3.6410253894669333,56.63446393227167,0.012908578670543855,9861357.479095459,185176024.64675903,2016-04-11,11,0,102,15,0,0,0,0,0,0,1,2016,4,104.3952407836914,104.7797622680664,104.85668182373047,105.68336486816406,105.15658569335938,104.10364570617676,100.4315428161621,2041.989990234375,2047.5999755859375,2066.1298828125,17556.41015625,17576.9609375,17737.0,25.718679428100586
2016-04-12,25.462515866710934,25.732651339924473,25.30416279485952,25.718679428100586,108929200,0.4903012792780835,26.092177303734392,24.130972186622056,25.38799285888672,25.30415916442871,25.276214599609375,25.571971893310547,25.376350192724363,25.505364227294923,25.54844741821289,25.111574745178224,23.687079238891602,25.61857717514038,25.521304070209336,25.521304070209336,25.521304070209336,25.521304070209336,25.521304070209336,0.5179537012125515,0.5492549912904958,1333.3333333333333,2.5631595793296365,76.0601086880551,0.013781696004984577,36021423.43521118,200905528.67126465,2016-04-12,12,1,103,15,0,0,0,0,0,0,1,2016,4,105.27001953125,104.3952407836914,104.7797622680664,104.6644058227539,105.22195281982422,104.25531158447265,100.54089767456054,2061.719970703125,2041.989990234375,2045.1700439453125,17721.25,17556.41015625,17603.3203125,26.091279983520508
2016-04-13,25.802515870898173,26.161141323173265,25.802515870898173,26.091279983520508,133029200,0.5027589907910452,26.203955004744934,24.19291904158075,25.718679428100586,25.38799285888672,25.30415916442871,25.83977508544922,25.462515866710934,25.55566520690918,25.60620059967041,25.198437023162843,23.7622066116333,25.60353002548218,25.711296041313062,25.711296041313062,25.711296041313062,25.711296041313062,25.711296041313062,0.5396286612740688,0.5473297252872105,1333.3333333333335,2.263610233788199,95.97862040570097,0.014550982288877825,49566753.80706787,231104387.00942993,2016-04-13,13,2,104,15,0,0,0,0,0,0,1,2016,4,106.61582946777344,105.27001953125,104.3952407836914,106.38508605957031,105.37095184326172,104.4761848449707,100.67180160522462,2082.419921875,2061.719970703125,2066.659912109375,17908.279296875,17721.25,17716.05078125,26.105249404907227
2016-04-14,25.99347056145265,26.172783270478515,25.925936695881365,26.105249404907227,101895600,0.5257497858444126,26.321312727816757,24.218313584439105,26.091279983520508,25.718679428100586,25.38799285888672,25.276214599609375,25.802515870898173,25.72147216796875,25.678624153137207,25.26981315612793,23.846646423339845,25.591101188659668,25.842613829177786,25.842613829177786,25.842613829177786,25.842613829177786,25.842613829177786,0.5515752230138062,0.5481788248325297,1333.3333333333333,2.8534539178404446,96.1384727083985,0.006730776151864947,1423422.573852539,145458277.8831482,2016-04-14,14,3,105,15,0,0,0,0,0,0,1,2016,4,106.62541961669922,106.61582946777344,105.27001953125,104.85668182373047,105.5362922668457,104.65201148986816,100.84621871948242,2082.780029296875,2082.419921875,2041.9100341796875,17926.4296875,17908.279296875,17541.9609375,25.58128547668457
2016-04-15,26.107582796920298,26.15182955852608,25.553341649727624,25.58128547668457,187756000,0.5081117772587944,26.333193902875742,24.300746793840567,26.105249404907227,26.091279983520508,25.718679428100586,25.30415916442871,25.99347056145265,25.776897430419922,25.67536449432373,25.316970348358154,23.91194450378418,25.575019369125368,25.755504378346714,25.755504378346714,25.755504378346714,25.755504378346714,25.755504378346714,0.5128516150255962,0.541113382871143,1333.3333333333335,-0.12726141258976528,66.17867414613895,0.013857947869636879,-98377371.30737305,177080915.68756104,2016-04-15,15,4,106,15,0,0,0,0,0,0,1,2016,4,106.35625457763672,106.62541961669922,106.61582946777344,104.7797622680664,105.56320648193359,104.81725540161133,101.0246452331543,2080.72998046875,2082.780029296875,2047.5999755859375,17897.4609375,17926.4296875,17576.9609375,25.02937126159668
2016-04-18,25.357723634856274,25.371695547043934,24.903618721829346,25.02937126159668,243286000,0.48978167464515626,26.31469804625076,24.355571347670136,25.58128547668457,26.105249404907227,26.091279983520508,25.38799285888672,26.107582796920298,25.705173110961915,25.590597915649415,25.33513469696045,23.96261806488037,25.5548348903656,25.513460006096704,25.513460006096704,25.513460006096704,25.513460006096704,25.513460006096704,0.4326407982753935,0.5194188659519932,1333.3333333333335,-3.2757451525832497,9.908292813660582,0.017401039690368138,-134273001.73187256,88382634.28115845,2016-04-18,18,0,109,16,0,0,0,0,0,0,1,2016,4,106.9234390258789,106.35625457763672,106.62541961669922,104.3952407836914,105.68721389770508,105.00278282165527,101.21460708618164,2094.340087890625,2080.72998046875,2041.989990234375,18004.16015625,17897.4609375,17556.41015625,24.896631240844727
